Project,subID,ExpID,CoderID,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Question-Notes,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.9,Now Mitch has a cookie. Should Melanie still get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.91,Why/why not (still trouble)? (She knew),#REF!,1,Because she still took the cookie and knew it was his,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.1,Is Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.2,"Is there a cookie left, that hasn't been eaten (1)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.3,Is Mr. Cook lying? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.4,Why Not? (Because he doesn't know),#REF!,1,Because he doesn't know that Brian took the last cookie and still has it,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.5,"Is there a cookie left, that hasn't been eaten (2)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.6,How does Megan feel- sad or fine? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.7,"There's a cookie left, why does Megan feel sad? (she doesn't know)",#REF!,1,Because she doesn't know that there's a cookie left and she wants one,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.8,Was Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.9,Why?,#REF!,1,Because he knew there was a cookie left,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_18.1,What does dad think Emma wants for snacktime? (string cheese),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.2,Why does dad say that? (Thinks Emma wants string cheese),#REF!,1,"Because he thinks she wanted string cheese, and there's nothing left, but she really wanted yogurt ",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.3,What snack does Emma want today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.4,What snack did Dad pack for Emma today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.5,Why is Emma surprised? (thought dad packed string cheese),#REF!,1,"Because her dad said that he didn't pack the snack she wanted, but she really wanted yogurt",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_19.1,Why does Leslie say that? (sarcasm),#REF!,1,Maybe she's being sarcastic,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-002,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_19.2,Is Leslie happy or sad? (sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_1.1,Which one will Henry choose? (Chooses Same),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_2.1,Which one will Kari choose? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_3.1,Where will Joe look? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_4.1,Which snack? (one she's looking at),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_4.2,How'd you know that snack? (looking at it),#REF!,1,cause she's looking at it and can't see the other one,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_5.1,Where will Diana look? (Drawer),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_5.2,"Why does she look in the drawer? (Thinks it's there, where she put it)",#REF!,1,cause that's where she left it,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_5.3,Where is her snack?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_6.1,Gives Sean pear?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.1,Where will Allie look? (top of shelf),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.2,"Why will she look on top of shelf? (thinks it's hers, looks like hers)",#REF!,1,cause that's where she left her snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.3,Why does Sue feel sad? (Allie is taking her snack),#REF!,1,cause it's her snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.4,Is Allie being mean/naughty? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.5,"Why/why not (mean/naughty)? (She didn't know, she thought it was hers, accident)",#REF!,1,she doesn't know that it's sues,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.6,Should Allie get in trouble (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.7,"Why/why not (trouble)? (She didn't know, she thought it was hers, accident)",#REF!,1,cause it's not her fault,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_8.1,What snack did Dad pack for Luke to have? (Chips),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_8.2,What does Luke think is inside the bag- crackers or chips? (Crackers),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_8.3,Why does he think that? (Expectations),#REF!,1,he doesn't know that dad put chips in,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_9.1,Gives Sarah fruit snacks?,#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.1,Which snack will mom pack? (Carrots),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_10.2,"Why will mom pack carrots? (Near ""glasses"")",#REF!,1,cause they're next to the glasses,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.3,Which snack does Josh want- celery or carrots? (celery),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_10.4,"How did you know? (He tried it earlier, he likes celery)",#REF!,1,it's the one he likes and next to the glasses,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_11.1,Why did Charlie say that? (Got what he asked for),#REF!,1,because it's salty,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_11.2,Is Charlie happy or sad? (Happy),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.1,Which cookie will dad pack? (medium cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.2,Why does dad pack that cookie? (It's the biggest he can see),#REF!,1,cause it's the biggest one he can see,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.3,Which cookie does Marie want? (big cookie),#REF!,1,cause she's looking at this one and she can see all three cookies,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.4,How did you know? (She can see it),#REF!,1,cause she's looking at this one and she can see all three cookies,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_13.1,Which picture should April draw? (orange slice),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_13.2,Why should she draw the slice? (doesn't look like apple),#REF!,1,cause this one can also represent an apple,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.1,How will Bill feel? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.2,Why (does Bill feel sad/happy)? (Remembers the puppy stole his snack),#REF!,1,he doesn't want the puppy to take his snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.3,Will Bill sit near or far from the puppy? (Far),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.4,Why (will Bill sit far/near)? (Remembers the puppy stole his snack),#REF!,1,if he's closer it's easier for the puppy to take his snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_15.1,Where is Jenni's snack? (on the desk),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_15.2,Where will Jenni look for her snack? (on the desk),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_15.3,"Why does Jenni look on the desk? (she heard the announcment, knew)",#REF!,1,cause Mr. Cook said all the snacks were on the desk,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.1,Where is Melanie's cookie? (in her tummy),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.2,Did Melanie know that was Mitch's cookie? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.3,Why did Melanie eat Mitch's cookie? (Mean),#REF!,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.4,Why is Mitch crying? (Doesn't have cookie),#REF!,1,doesn't have his cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.5,Is Melanie being mean/naughty for taking Mitch's cookie? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.6,Why/why not (mean/naughty)? (She knew),#REF!,1,it's not right to steal things,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.7,Should Melanie get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.8,Why/why not (trouble)? (She knew),#REF!,1,cause she stole something from somebody who's innocent,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.9,Now Mitch has a cookie. Should Melanie still get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.91,Why/why not (still trouble)? (She knew),#REF!,1,"cause even though he gets another one, it still matters that she took the cookie in the first place",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.1,Is Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.2,"Is there a cookie left, that hasn't been eaten (1)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.3,Is Mr. Cook lying? (No),#REF!,0,"Not on purpose, but yes",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.4,Why Not? (Because he doesn't know),#REF!,0,Brian still has a cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.5,"Is there a cookie left, that hasn't been eaten (2)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.6,How does Megan feel- sad or fine? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.7,"There's a cookie left, why does Megan feel sad? (she doesn't know)",#REF!,1,she didn't get a cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.8,Was Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.9,Why?,#REF!,1,there was still one left for megan in his desk,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_18.1,What does dad think Emma wants for snacktime? (string cheese),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.2,Why does dad say that? (Thinks Emma wants string cheese),#REF!,1,because he knows that there's no string cheese and he didn't know that emma wanted yogurt,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.3,What snack does Emma want today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.4,What snack did Dad pack for Emma today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.5,Why is Emma surprised? (thought dad packed string cheese),#REF!,1,she thought dad packed a different snack from yogurt,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_19.1,Why does Leslie say that? (sarcasm),#REF!,1,she wanted something sweet and she got something healthy instead,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-003,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_19.2,Is Leslie happy or sad? (sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_1.1,Which one will Henry choose? (Chooses Same),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_2.1,Which one will Kari choose? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_3.1,Where will Joe look? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_4.1,Which snack? (one she's looking at),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_4.2,How'd you know that snack? (looking at it),#REF!,1,"Because this is on a cabinet behind the door that she just opened, and her back is turned on it. ",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_5.1,Where will Diana look? (Drawer),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_5.2,"Why does she look in the drawer? (Thinks it's there, where she put it)",#REF!,1,"Because she hid her snack in the drawer, and she didn't know somebody took it out of the drawer and put it in the desk",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_5.3,Where is her snack?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_6.1,Gives Sean pear?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.1,Where will Allie look? (top of shelf),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.2,"Why will she look on top of shelf? (thinks it's hers, looks like hers)",#REF!,1,Because she thinks it's hers,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.3,Why does Sue feel sad? (Allie is taking her snack),#REF!,1,Because she thinks she's taking her lunch,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.4,Is Allie being mean/naughty? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.5,"Why/why not (mean/naughty)? (She didn't know, she thought it was hers, accident)",#REF!,1,"If she knew it was hers, then yes, but no, not really, because she doesn't know its hers",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.6,Should Allie get in trouble (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.7,"Why/why not (trouble)? (She didn't know, she thought it was hers, accident)",#REF!,1,"Because she didn't know that it's hers, and not hers. ",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_8.1,What snack did Dad pack for Luke to have? (Chips),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_8.2,What does Luke think is inside the bag- crackers or chips? (Crackers),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_8.3,Why does he think that? (Expectations),#REF!,1,Because he always gets crackers at that time of month,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_9.1,Gives Sarah fruit snacks?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.1,Which snack will mom pack? (Carrots),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_10.2,"Why will mom pack carrots? (Near ""glasses"")",#REF!,1,"Because he wasn't being specific, and she didn't know that he liked celery sticks",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.3,Which snack does Josh want- celery or carrots? (celery),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_10.4,"How did you know? (He tried it earlier, he likes celery)",#REF!,0,"Because he wasn't being specific, and she didn't know he liked celery sticks",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_11.1,Why did Charlie say that? (Got what he asked for),#REF!,1,Because popcorn is salty,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_11.2,Is Charlie happy or sad? (Happy),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.1,Which cookie will dad pack? (medium cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.2,Why does dad pack that cookie? (It's the biggest he can see),#REF!,1,Because he can only see the tiny and the medium one,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-004,E9,C2,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.3,Which cookie does Marie want? (big cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
